"# Sensor Luktvassvegen, Mosjøen - Mussere, Norway (Citizen Science project sensor.community/82574)"
# https://aqicn.org/station/@411634/
# Daily pm25
"date,min,max,median,q1,q3,stdev,count"
"2024-07-10T00:00:00.000Z,0.88,4,1.45,1.25,1.77,0.378,575"
"2024-07-11T00:00:00.000Z,0.1,7,1,0.6,1.3,0.581,587"
"2024-07-12T00:00:00.000Z,0.7,5.8,2.17,1.88,2.5,0.552,590"
"2024-07-13T00:00:00.000Z,1.8,7.82,2.8,2.5,3.08,0.646,592"
"2024-07-14T00:00:00.000Z,1.6,10.27,2.8,2.2,3.63,0.934,588"
"2024-07-15T00:00:00.000Z,1.2,18.25,2.02,1.7,2.75,0.942,587"
"2024-07-16T00:00:00.000Z,1.2,6.35,1.8,1.6,2.1,0.524,589"
"2024-07-17T00:00:00.000Z,1.02,8.38,2.1,1.8,2.54,0.672,586"
"2024-07-18T00:00:00.000Z,1.2,6.35,3.4,2.78,3.9,0.839,586"
"2024-07-19T00:00:00.000Z,0.1,3.65,1.12,0.65,1.65,0.664,576"
"2024-07-20T00:00:00.000Z,1.52,4.3,2.58,2.29,2.88,0.503,587"
"2024-07-21T00:00:00.000Z,2.2,5.78,3.33,3.05,3.65,0.446,590"
"2024-07-22T00:00:00.000Z,2.6,15.9,4.2,3.45,4.59,0.865,583"
"2024-07-23T00:00:00.000Z,0.25,7.93,1.05,0.7,3.9,1.644,588"
"2024-07-24T00:00:00.000Z,0.7,4.72,2.38,2,2.7,0.656,588"
"2024-07-25T00:00:00.000Z,1.6,5.03,2.42,2.1,3.1,0.642,590"
"2024-07-26T00:00:00.000Z,1.05,3.97,1.63,1.5,1.85,0.301,588"
"2024-07-27T00:00:00.000Z,0.68,7.1,1.8,1.5,2.2,0.607,586"
"2024-07-28T00:00:00.000Z,1.1,4.05,2.15,1.75,2.78,0.611,587"
"2024-07-29T00:00:00.000Z,1.85,3.35,2.4,2.2,2.52,0.281,129"
"2024-08-01T00:00:00.000Z,0.88,2.78,1.48,1.2,1.73,0.36,223"
"2024-08-02T00:00:00.000Z,1.14,4,1.9,1.67,2.29,0.444,573"
"2024-08-03T00:00:00.000Z,2.2,11.63,4,3.03,5.32,1.535,578"
"2024-08-04T00:00:00.000Z,2.95,9.82,4.3,3.83,4.9,0.754,546"
"2024-08-05T00:00:00.000Z,1.9,11.38,3.92,3.13,4.68,0.952,551"
"2024-08-06T00:00:00.000Z,2.52,5.53,3.38,3.13,3.67,0.431,554"
"2024-08-07T00:00:00.000Z,2.04,8.25,3.4,2.78,3.91,0.711,553"
"2024-08-08T00:00:00.000Z,0.77,6.95,3.5,2.92,3.97,0.881,562"
"2024-08-09T00:00:00.000Z,0.9,3.63,1.4,1.3,1.58,0.267,541"
"2024-08-10T00:00:00.000Z,0.1,8.07,1.2,1,1.33,0.589,538"
"2024-08-11T00:00:00.000Z,0,6.03,0.5,0.3,0.77,0.54,571"
"2024-08-12T00:00:00.000Z,0.6,4.95,1.3,1.1,1.63,0.48,544"
"2024-08-13T00:00:00.000Z,0.8,5.18,1.67,1.42,1.92,0.585,557"
"2024-08-14T00:00:00.000Z,1.1,4.9,2.35,1.77,2.85,0.674,524"
"2024-08-15T00:00:00.000Z,0.88,16.92,2.04,1.48,3.01,1.199,480"
"2024-08-16T00:00:00.000Z,0.1,3.85,1.55,1.3,2.1,0.618,452"
"2024-08-17T00:00:00.000Z,0.7,13.27,1.4,1.14,1.7,0.872,534"
"2024-08-18T00:00:00.000Z,1,6.4,1.8,1.5,2.1,0.535,544"
"2024-08-19T00:00:00.000Z,0.6,4.45,1.3,1.1,1.63,0.46,548"
"2024-08-20T00:00:00.000Z,0.63,61.6,2.29,1.17,3.13,4.083,535"
"2024-08-21T00:00:00.000Z,0.52,8.35,1.45,1.2,2.8,1.988,535"
"2024-08-22T00:00:00.000Z,0.73,4.7,1.5,1.3,1.7,0.446,539"
"2024-08-23T00:00:00.000Z,0.3,3.63,0.9,0.73,1.2,0.357,550"
"2024-08-24T00:00:00.000Z,0.03,3.35,1.1,0.9,1.35,0.463,542"
"2024-08-25T00:00:00.000Z,0.6,4.75,1.38,1.2,2.29,0.917,553"
"2024-08-26T00:00:00.000Z,0.22,16.14,1.5,1.2,2.42,1.502,548"
"2024-08-27T00:00:00.000Z,0.7,14.3,2.88,1.9,9.07,3.753,543"
"2024-08-28T00:00:00.000Z,0.1,9.15,3.65,1,4.55,2.346,551"
"2024-08-29T00:00:00.000Z,0.9,7.7,3.92,2.21,5.72,1.847,541"
"2024-08-30T00:00:00.000Z,0.3,7.82,1.7,1.39,4.37,1.741,545"
"2024-08-31T00:00:00.000Z,0.5,7.35,4.2,3,4.82,1.368,547"
"2024-09-01T00:00:00.000Z,2.95,12.57,4.53,4.07,5.09,0.836,551"
"2024-09-02T00:00:00.000Z,1.1,8.63,2.33,1.83,3.13,1.014,484"
"2024-09-03T00:00:00.000Z,0.1,4.15,1.02,0.8,1.4,0.491,538"
"2024-09-04T00:00:00.000Z,1.42,6.22,2.33,2.08,3.1,0.844,543"
"2024-09-05T00:00:00.000Z,1.77,4.4,2.6,2.25,3.09,0.522,172"
"2024-09-16T00:00:00.000Z,1,3,1.6,1.42,1.77,0.321,245"
"2024-09-17T00:00:00.000Z,0.1,38.85,0.8,0.6,1,2.058,562"
"2024-09-18T00:00:00.000Z,0,4.7,1,0.6,1.67,0.736,550"
"2024-09-19T00:00:00.000Z,0,4.3,1.09,0.47,1.67,0.692,550"
"2024-09-20T00:00:00.000Z,0.05,3.8,1.14,0.52,1.38,0.535,551"
"2024-09-21T00:00:00.000Z,0,7.03,0.5,0.3,0.88,0.562,566"
"2024-09-22T00:00:00.000Z,0,4.18,0.5,0.3,0.89,0.624,556"
"2024-09-23T00:00:00.000Z,0.2,1.6,0.77,0.6,0.9,0.242,545"
"2024-09-24T00:00:00.000Z,0.1,2.83,0.63,0.47,0.8,0.285,512"
"2024-09-25T00:00:00.000Z,0.47,12.38,1.75,1.4,2.2,0.91,538"
"2024-09-26T00:00:00.000Z,0.2,5.28,0.9,0.7,1.1,0.453,559"
"2024-09-27T00:00:00.000Z,0.13,2.1,0.8,0.5,1.02,0.385,410"
"2024-09-28T00:00:00.000Z,0,3.33,0.65,0.4,1.01,0.448,401"
"2024-09-29T00:00:00.000Z,0.03,8.05,0.72,0.52,0.93,0.494,544"
"2024-09-30T00:00:00.000Z,0,16.45,0.55,0.4,0.75,1.391,554"
"2024-10-01T00:00:00.000Z,0.03,15.82,1,0.77,1.35,1.367,560"
"2024-10-02T00:00:00.000Z,0.2,31.73,0.87,0.63,1.12,2.847,568"
"2024-10-03T00:00:00.000Z,0,28.88,0.56,0.4,0.8,2.012,555"
"2024-10-04T00:00:00.000Z,0.17,7.38,0.75,0.56,0.98,0.486,568"
"2024-10-05T00:00:00.000Z,0.25,6.35,1,0.8,1.25,0.436,568"
"2024-10-06T00:00:00.000Z,0.45,5,1.58,1.2,2.04,0.59,560"
"2024-10-07T00:00:00.000Z,0.38,15.57,1.33,0.93,1.7,1.354,289"
"2024-10-09T00:00:00.000Z,0,1.27,0.28,0.2,0.38,0.193,109"
"2024-10-10T00:00:00.000Z,0,37.25,0.9,0.4,1.23,2.005,563"
"2024-10-11T00:00:00.000Z,0.05,21.2,0.8,0.6,1.14,1.697,567"
"2024-10-12T00:00:00.000Z,0,34,0.6,0.45,0.8,2.788,582"
"2024-10-13T00:00:00.000Z,0.1,4.63,1.1,0.56,1.3,0.485,562"
"2024-10-14T00:00:00.000Z,0.05,3.85,0.7,0.43,0.9,0.385,555"
"2024-10-15T00:00:00.000Z,0,83.4,0.8,0.52,1.4,4.395,548"
"2024-10-16T00:00:00.000Z,0.68,11.55,1.6,1.38,1.85,0.849,575"
"2024-10-17T00:00:00.000Z,0.7,35.7,1.33,1.2,1.55,1.692,553"
"2024-10-18T00:00:00.000Z,0.52,3.25,1.4,1.2,1.6,0.356,569"
"2024-10-19T00:00:00.000Z,0.32,2.38,1.07,0.9,1.2,0.264,556"
"2024-10-20T00:00:00.000Z,0.45,5.57,1.3,1,1.9,0.985,565"
"2024-10-21T00:00:00.000Z,0.2,5.45,0.9,0.6,1.58,0.838,568"
"2024-10-22T00:00:00.000Z,0.03,15.98,0.9,0.5,1.48,1.572,556"
"2024-10-23T00:00:00.000Z,0,68.81,1.1,0.6,1.63,5.152,577"
"2024-10-24T00:00:00.000Z,0.3,26.73,2.45,1.7,3.03,1.779,560"
"2024-10-25T00:00:00.000Z,0.5,4.82,1.9,1.33,2.7,0.875,509"
"2024-10-26T00:00:00.000Z,0.25,3.47,0.93,0.75,1.2,0.387,554"
"2024-10-27T00:00:00.000Z,0.1,3.05,0.93,0.6,1.2,0.398,549"
"2024-10-28T00:00:00.000Z,0,18.02,0.8,0.5,1.12,1.217,548"
"2024-10-29T00:00:00.000Z,0,38.25,1,0.6,1.6,2.132,560"
"2024-10-30T00:00:00.000Z,0.2,34.58,1,0.77,1.25,1.927,551"
"2024-10-31T00:00:00.000Z,0,15.27,0.7,0.45,1,1.134,558"
"2024-11-01T00:00:00.000Z,0,27.63,0.98,0.5,1.5,1.807,546"
"2024-11-02T00:00:00.000Z,0.15,30.83,0.82,0.63,1.08,3.183,533"
"2024-11-03T00:00:00.000Z,0,93.55,0.88,0.52,1.39,6.083,525"
"2024-11-04T00:00:00.000Z,0,13.9,0.63,0.4,0.85,1.014,472"
"2024-11-05T00:00:00.000Z,0,24.58,0.6,0.22,1.9,2.366,390"
"2024-11-06T00:00:00.000Z,0.15,38.83,0.8,0.56,1.02,2.689,374"
"2024-11-07T00:00:00.000Z,0,11.73,0.8,0.4,1.1,0.944,493"
"2024-11-08T00:00:00.000Z,0.03,13.45,0.82,0.5,1.27,1.05,440"
"2024-11-09T00:00:00.000Z,0.63,35.35,1.67,1.4,2,2.232,380"
"2024-11-10T00:00:00.000Z,0.2,2.8,0.85,0.6,1.4,0.532,360"
"2024-11-11T00:00:00.000Z,0.03,12.63,0.5,0.35,0.7,1.04,424"
"2024-11-12T00:00:00.000Z,0,27.13,0.77,0.4,1.08,2.021,291"
"2024-11-13T00:00:00.000Z,0,29,2.81,1.1,3.6,2.073,364"
"2024-11-14T00:00:00.000Z,0,28.98,0.82,0.43,1.75,1.975,329"
"2024-11-15T00:00:00.000Z,0,50.05,0.3,0.17,0.52,3.232,515"
"2024-11-16T00:00:00.000Z,0.13,51.38,0.88,0.6,1.24,5.744,537"
"2024-11-17T00:00:00.000Z,0,40.25,1.7,0.6,3.17,4.086,539"
"2024-11-18T00:00:00.000Z,0.38,34.97,1.38,1,2.02,3.258,471"
"2024-11-19T00:00:00.000Z,0,12.73,0.72,0.5,1,1.137,442"
"2024-11-20T00:00:00.000Z,0.03,17.05,0.85,0.63,1.13,1.495,425"
"2024-11-21T00:00:00.000Z,0,3.8,0.75,0.52,1.07,0.48,397"
"2024-11-22T00:00:00.000Z,0.03,7.5,1.02,0.55,1.62,0.911,409"
"2024-11-23T00:00:00.000Z,0.1,21.23,0.77,0.5,1.02,2.216,326"
"2024-11-24T00:00:00.000Z,0,5.47,0.6,0.4,0.77,0.423,402"
"2024-11-25T00:00:00.000Z,0,5.43,0.55,0.28,1.08,0.731,435"
"2024-11-26T00:00:00.000Z,0.1,10.19,0.73,0.5,1.02,0.852,580"
"2024-11-27T00:00:00.000Z,0.1,15.3,1.1,0.65,1.58,1.046,586"
"2024-11-28T00:00:00.000Z,0.03,13.6,0.7,0.49,0.88,0.663,593"
"2024-11-29T00:00:00.000Z,0,19.23,0.75,0.3,1.14,1.653,589"
"2024-11-30T00:00:00.000Z,0.17,7.6,1.24,0.77,1.6,0.784,592"
"2024-12-01T00:00:00.000Z,0,4.25,0.43,0.25,0.98,0.899,514"
"2024-12-02T00:00:00.000Z,0,2.29,0.65,0.43,0.93,0.355,591"
"2024-12-03T00:00:00.000Z,0,19.57,0.65,0.4,1.02,1.245,590"
"2024-12-04T00:00:00.000Z,0,12.07,0.4,0.22,0.67,0.964,592"
"2024-12-05T00:00:00.000Z,0,14.73,0.38,0.25,0.55,1.014,590"
"2024-12-06T00:00:00.000Z,0.08,10.4,0.56,0.43,0.73,0.766,590"
"2024-12-07T00:00:00.000Z,0.17,2.7,1,0.77,1.49,0.451,589"
"2024-12-08T00:00:00.000Z,0.5,10.9,1.8,1.48,2.2,0.806,590"
"2024-12-09T00:00:00.000Z,0,42.08,1.5,0.4,1.85,1.894,582"
"2024-12-10T00:00:00.000Z,0,17.02,0.45,0.13,1.58,1.352,551"
"2024-12-11T00:00:00.000Z,0.3,16.17,1.12,0.93,1.35,0.829,572"
"2024-12-12T00:00:00.000Z,0.3,10.85,1.1,0.85,1.35,0.798,578"
"2024-12-13T00:00:00.000Z,0.2,12.57,0.8,0.63,1.05,0.708,537"
"2024-12-14T00:00:00.000Z,0.08,11.13,0.95,0.6,1.38,0.975,515"
"2024-12-15T00:00:00.000Z,0,13.63,0.43,0.3,0.6,0.707,589"
"2024-12-16T00:00:00.000Z,0.05,8.8,1.02,0.7,1.44,0.799,493"
"2024-12-17T00:00:00.000Z,0,14.13,1.1,0.85,1.42,0.904,527"
"2024-12-18T00:00:00.000Z,0,16.27,0.55,0.3,0.82,0.919,524"
"2024-12-19T00:00:00.000Z,0.05,1.55,0.7,0.55,0.85,0.242,237"
"2024-12-20T00:00:00.000Z,0.4,8.48,1.24,0.9,1.85,0.807,434"
"2024-12-21T00:00:00.000Z,0,6.82,0.6,0.3,0.98,0.705,527"
"2024-12-22T00:00:00.000Z,0.03,17.95,0.52,0.4,0.75,1.482,592"
"2024-12-23T00:00:00.000Z,0.25,4.15,0.85,0.68,1.1,0.393,573"
"2024-12-24T00:00:00.000Z,0,3.75,0.63,0.43,1.12,0.701,555"
"2024-12-25T00:00:00.000Z,0,5.2,2.08,0.2,3.03,1.399,591"
"2024-12-26T00:00:00.000Z,0,4.4,2,1.27,2.5,0.906,591"
"2024-12-27T00:00:00.000Z,0.6,5.13,1.95,1.5,2.33,0.606,589"
"2024-12-28T00:00:00.000Z,0,12.55,0.4,0.15,0.88,0.681,591"
"2024-12-29T00:00:00.000Z,0,11.85,0.49,0.2,0.8,0.972,484"
"2024-12-30T00:00:00.000Z,0.13,9.6,0.9,0.52,1.25,0.735,265"
"2024-12-31T00:00:00.000Z,0,20.92,0.47,0.3,0.7,2.226,403"
"2025-01-01T00:00:00.000Z,0,11.98,0.8,0.4,1.52,1.192,562"
"2025-01-02T00:00:00.000Z,0,8.55,0.5,0.3,0.73,0.478,589"
"2025-01-03T00:00:00.000Z,0,5.4,0.55,0.2,0.94,0.704,584"
"2025-01-04T00:00:00.000Z,0,13.6,0.65,0.4,0.9,0.793,590"
"2025-01-05T00:00:00.000Z,0.13,10.52,0.73,0.5,1.1,0.997,588"
"2025-01-06T00:00:00.000Z,0.03,9.1,0.7,0.5,0.88,0.499,590"
"2025-01-07T00:00:00.000Z,0,14.88,0.56,0.3,0.8,0.786,589"
"2025-01-08T00:00:00.000Z,0.3,8.27,1.08,0.9,1.3,0.568,587"
"2025-01-09T00:00:00.000Z,0.52,11.5,1.8,1.2,2.65,1.052,590"
"2025-01-10T00:00:00.000Z,0.85,12.95,2.02,1.7,2.45,0.839,588"
"2025-01-11T00:00:00.000Z,0.2,31.95,1.23,0.9,1.63,1.827,590"
"2025-01-12T00:00:00.000Z,0,12.88,0.7,0.45,0.95,0.974,588"
"2025-01-13T00:00:00.000Z,0,5.8,0.45,0.17,0.73,0.453,538"
"2025-01-14T00:00:00.000Z,0.13,9.8,1.55,1.23,1.98,0.992,406"
"2025-01-15T00:00:00.000Z,0,34.67,0.3,0.1,0.5,1.889,587"
"2025-01-16T00:00:00.000Z,0,31.2,1.4,0.65,2.31,1.991,589"
"2025-01-17T00:00:00.000Z,0,22.35,0.7,0.22,1.83,1.57,586"
"2025-01-18T00:00:00.000Z,0.1,14.45,1.83,0.95,2.29,1.033,587"
"2025-01-19T00:00:00.000Z,0,9.57,0.6,0.3,0.93,0.818,585"
"2025-01-20T00:00:00.000Z,0,1.58,0.4,0.25,0.6,0.242,584"
"2025-01-21T00:00:00.000Z,0,8,0.45,0.27,0.7,0.589,589"
"2025-01-22T00:00:00.000Z,0.17,11.57,0.84,0.56,1.2,0.905,580"
"2025-01-23T00:00:00.000Z,0.03,9.32,0.65,0.4,0.9,0.607,584"
"2025-01-24T00:00:00.000Z,0.03,9,0.6,0.43,0.8,0.718,582"
"2025-01-25T00:00:00.000Z,0,18,0.7,0.5,0.95,1.256,541"
"2025-01-26T00:00:00.000Z,0.03,3.5,0.9,0.4,1.48,0.677,215"
"2025-01-27T00:00:00.000Z,0.05,2.75,0.5,0.38,0.68,0.289,486"
"2025-01-28T00:00:00.000Z,0,20.35,0.63,0.4,0.98,1.117,589"
"2025-01-29T00:00:00.000Z,0.03,9.68,0.9,0.55,1.3,0.755,592"
"2025-01-30T00:00:00.000Z,0.15,4.05,1.27,0.98,1.6,0.531,423"
"2025-01-31T00:00:00.000Z,0,19.1,0.7,0.45,0.9,1.062,447"
"2025-02-01T00:00:00.000Z,0.2,2.63,1,0.75,1.23,0.375,364"
"2025-02-02T00:00:00.000Z,0.05,2.67,0.8,0.6,1,0.337,492"
"2025-02-03T00:00:00.000Z,0,13.95,0.9,0.65,1.2,0.914,586"
"2025-02-04T00:00:00.000Z,0.85,33.9,1.67,1.45,1.9,1.454,581"
"2025-02-05T00:00:00.000Z,0.2,10.82,1.48,1.25,1.77,0.757,582"
"2025-02-06T00:00:00.000Z,0.45,20.35,2.08,1.6,2.67,1.176,584"
"2025-02-07T00:00:00.000Z,1.3,38.95,2.54,2.17,2.95,1.959,540"
"2025-02-08T00:00:00.000Z,0.17,4.25,1.23,0.85,1.52,0.473,538"
"2025-02-09T00:00:00.000Z,0.4,3.08,1.73,1.27,2.08,0.509,574"
"2025-02-10T00:00:00.000Z,0.2,8.69,0.9,0.7,1.12,0.746,583"
"2025-02-11T00:00:00.000Z,0,8.23,0.56,0.4,0.7,0.62,294"
"2025-02-12T00:00:00.000Z,0.2,6.3,1.2,0.95,1.42,0.571,511"
"2025-02-13T00:00:00.000Z,0.03,7.93,1.25,0.82,1.63,0.739,496"
"2025-02-14T00:00:00.000Z,0.28,19.13,1.4,1.2,1.7,1.229,299"
"2025-02-15T00:00:00.000Z,0.1,10.8,1.14,0.67,1.59,0.921,448"
"2025-02-16T00:00:00.000Z,0.2,9.94,1.2,0.8,2.5,1.206,339"
"2025-02-17T00:00:00.000Z,0.17,3.35,1.2,0.8,1.63,0.562,439"
"2025-02-18T00:00:00.000Z,0.28,12.88,1.1,0.9,1.4,0.896,520"
"2025-02-19T00:00:00.000Z,0.05,4.15,0.63,0.45,0.8,0.347,578"
"2025-02-20T00:00:00.000Z,0,6.7,0.5,0.38,0.68,0.557,574"
"2025-02-21T00:00:00.000Z,0.1,7.22,1.3,1,1.65,0.682,566"
"2025-02-22T00:00:00.000Z,0.38,3.15,0.9,0.8,1.05,0.263,579"
"2025-02-23T00:00:00.000Z,0.2,2.54,1.1,0.77,1.45,0.459,580"
"2025-02-24T00:00:00.000Z,0,13.82,0.4,0.28,0.6,0.973,575"
"2025-02-25T00:00:00.000Z,0,20.27,0.5,0.3,0.7,1.366,566"
"2025-02-26T00:00:00.000Z,0,11.88,0.7,0.5,1,0.828,575"
"2025-02-27T00:00:00.000Z,0,18,0.5,0.32,0.7,1.247,410"
"2025-02-28T00:00:00.000Z,0,18.73,0.72,0.4,1.02,2.33,102"
"2025-03-01T00:00:00.000Z,0,4.88,1.02,0.6,1.7,0.797,392"
"2025-03-02T00:00:00.000Z,0,3.97,1.3,0.85,1.65,0.716,567"
"2025-03-03T00:00:00.000Z,0,5.63,1.92,1.25,2.92,1.052,575"
"2025-03-04T00:00:00.000Z,0,11.6,1.17,0.9,1.42,0.938,565"
"2025-03-05T00:00:00.000Z,0.7,5.65,2.08,1.74,2.54,0.663,569"
"2025-03-06T00:00:00.000Z,0,2.29,0.3,0.19,0.82,0.47,149"
"2025-03-07T00:00:00.000Z,0,19.2,1.1,0.65,1.69,1.69,421"
"2025-03-08T00:00:00.000Z,0.05,12.8,1.35,1,1.67,0.848,565"
"2025-03-09T00:00:00.000Z,0.1,7.5,1,0.8,1.3,0.679,568"
"2025-03-10T00:00:00.000Z,0,18.63,0.68,0.45,1,1.872,562"
"2025-03-11T00:00:00.000Z,0,6.57,0.77,0.52,1.1,0.531,578"
"2025-03-12T00:00:00.000Z,0.03,6.7,0.77,0.5,1.1,0.59,583"
"2025-03-13T00:00:00.000Z,0.08,2.27,0.95,0.7,1.27,0.423,357"
"2025-03-14T00:00:00.000Z,0,4.22,0.56,0.38,0.73,0.424,230"
"2025-03-15T00:00:00.000Z,0.1,0.4,0.2,0.12,0.3,0.102,8"
"2025-03-18T00:00:00.000Z,0.6,2.6,1.5,1.3,1.79,0.377,69"
"2025-03-19T00:00:00.000Z,0.4,45.25,1.4,1.1,1.67,1.902,588"
"2025-03-20T00:00:00.000Z,0.5,13.63,1.08,0.9,1.25,0.753,566"
"2025-03-21T00:00:00.000Z,0.3,4.03,0.95,0.75,1.2,0.404,592"
"2025-03-22T00:00:00.000Z,0.28,5.43,0.75,0.63,0.9,0.354,592"
"2025-03-23T00:00:00.000Z,0.13,10.35,0.85,0.6,1.1,0.678,592"
"2025-03-24T00:00:00.000Z,0.28,5.97,1.5,1.1,2.29,1.192,593"
"2025-03-25T00:00:00.000Z,0.3,8.9,1.23,0.98,1.6,0.763,592"
"2025-03-26T00:00:00.000Z,0.08,11.4,1.12,0.82,1.55,0.743,589"
"2025-03-27T00:00:00.000Z,0,30.38,0.65,0.13,1.42,2.256,223"
"2025-03-28T00:00:00.000Z,0,6.43,0.95,0.3,1.75,1.01,455"
"2025-03-29T00:00:00.000Z,0.03,4.45,1.1,0.7,1.54,0.581,568"
"2025-03-30T00:00:00.000Z,0.05,1.65,0.73,0.55,0.92,0.294,348"
"2025-03-31T00:00:00.000Z,0.08,8.57,1.2,1,1.45,0.676,527"
"2025-04-01T00:00:00.000Z,0.05,3.03,0.43,0.3,0.56,0.279,213"
"2025-04-02T00:00:00.000Z,1.27,4.4,2.29,2.04,2.6,0.471,178"
"2025-04-03T00:00:00.000Z,0.6,24.92,2.45,1.9,3.13,1.246,581"
"2025-04-04T00:00:00.000Z,0.17,6.3,1,0.7,1.38,0.638,586"
"2025-04-05T00:00:00.000Z,0.32,59.35,1.05,0.77,1.88,6.618,542"
"2025-04-06T00:00:00.000Z,0.47,34.6,1.5,1,2.12,3.38,341"
"2025-04-07T00:00:00.000Z,0.45,2.8,1.25,0.98,1.49,0.354,320"
"2025-04-08T00:00:00.000Z,0,21.13,1.2,0.9,1.7,1.554,574"
"2025-04-09T00:00:00.000Z,0.3,9.07,1.25,1.08,1.44,0.456,568"
"2025-04-10T00:00:00.000Z,0,9.93,0.35,0.17,0.6,0.596,584"
"2025-04-11T00:00:00.000Z,0.2,12.95,0.82,0.6,1.05,0.677,589"
"2025-04-12T00:00:00.000Z,1.42,54.63,2.42,2.13,2.75,3.921,588"
"2025-04-13T00:00:00.000Z,0.6,66.75,1.5,1.25,1.8,5.048,565"
"2025-04-14T00:00:00.000Z,0.08,16.7,1.27,0.8,1.69,1.273,589"
"2025-04-15T00:00:00.000Z,0.32,12.32,1,0.82,1.2,0.783,572"
"2025-04-16T00:00:00.000Z,0.5,5.22,1.6,1,3.13,1.107,582"
"2025-04-17T00:00:00.000Z,0.7,7.78,3.63,3,4.12,0.987,593"
"2025-04-18T00:00:00.000Z,0,2.88,0.68,0.37,1,0.399,593"
"2025-04-19T00:00:00.000Z,0.03,2.52,0.68,0.47,0.9,0.35,507"
"2025-04-20T00:00:00.000Z,0.3,2.02,0.8,0.65,0.95,0.267,592"
"2025-04-21T00:00:00.000Z,0.38,2.02,0.9,0.8,1.1,0.235,592"
"2025-04-22T00:00:00.000Z,0,1.77,0.73,0.52,0.9,0.263,519"
"2025-04-23T00:00:00.000Z,0.22,1.63,0.75,0.6,0.87,0.206,165"
"2025-04-24T00:00:00.000Z,0,2.29,0.7,0.52,0.88,0.276,592"
"2025-04-25T00:00:00.000Z,0.15,2.25,0.77,0.63,0.9,0.24,592"
"2025-04-26T00:00:00.000Z,0.32,2.25,0.9,0.75,1.02,0.224,592"
"2025-04-27T00:00:00.000Z,0.38,5.57,1.25,1,1.63,0.525,588"
"2025-04-28T00:00:00.000Z,0.2,8.4,1.2,0.8,1.77,0.622,591"
"2025-04-29T00:00:00.000Z,0.3,9.6,1.45,1.2,1.65,0.613,593"
"2025-04-30T00:00:00.000Z,0,66.78,1.12,0.75,1.4,5.249,591"
"2025-05-01T00:00:00.000Z,0.13,64.3,0.82,0.6,1.1,5.572,593"
"2025-05-02T00:00:00.000Z,0.25,62.75,1.08,0.77,1.6,4.956,540"
"2025-05-03T00:00:00.000Z,0.4,50.63,1.38,1.15,1.82,3.54,493"
"2025-05-04T00:00:00.000Z,0.4,34.75,1.23,1,1.7,2.693,593"
"2025-05-05T00:00:00.000Z,0,28.42,0.98,0.68,1.3,2.398,591"
"2025-05-06T00:00:00.000Z,0.7,28.33,1.23,1.1,1.48,2.655,590"
"2025-05-07T00:00:00.000Z,0.28,11.7,1.3,1,1.5,0.705,590"
"2025-05-08T00:00:00.000Z,0.1,42.65,0.98,0.63,1.3,2.307,591"
"2025-05-09T00:00:00.000Z,1,62.4,2.7,2,3.37,3.868,592"
"2025-05-10T00:00:00.000Z,1.2,30.02,1.98,1.7,2.5,1.746,593"
"2025-05-11T00:00:00.000Z,0.9,33.33,1.48,1.2,1.65,2.071,591"
"2025-05-12T00:00:00.000Z,0.2,70.38,1.4,1.02,2.2,5.607,591"
"2025-05-13T00:00:00.000Z,0.55,29.98,1.67,1.2,2.2,1.861,593"
"2025-05-14T00:00:00.000Z,0.65,6.95,1.63,1.4,1.85,0.504,592"
"2025-05-15T00:00:00.000Z,0.4,55.13,1.4,1,1.8,2.588,594"
"2025-05-16T00:00:00.000Z,0.56,22.05,2,1.6,2.29,1.742,590"
"2025-05-17T00:00:00.000Z,0.88,3.1,1.5,1.3,1.65,0.285,592"
"2025-05-18T00:00:00.000Z,1.12,4.97,1.8,1.58,2.96,0.932,592"
"2025-05-19T00:00:00.000Z,1.08,6.47,2.78,1.83,3.76,1.168,592"
"2025-05-20T00:00:00.000Z,0.2,20.8,1.14,0.9,1.63,1.588,591"
"2025-05-21T00:00:00.000Z,0.1,18.89,0.73,0.52,1.05,1.508,592"
"2025-05-22T00:00:00.000Z,0.98,11.9,1.9,1.52,2.45,0.926,592"
"2025-05-23T00:00:00.000Z,0.3,30.15,1.9,1.6,2.4,1.529,590"
"2025-05-24T00:00:00.000Z,0,97.95,0.6,0.4,0.8,6.562,590"
"2025-05-25T00:00:00.000Z,0.1,164.82,1.5,1.17,1.73,7.37,592"
"2025-05-26T00:00:00.000Z,0.8,46.42,1.83,1.6,2.13,2.453,590"
"2025-05-27T00:00:00.000Z,0.45,27,1.2,0.9,1.7,1.619,592"
"2025-05-28T00:00:00.000Z,0.38,30.92,1.75,1.5,2.02,2.489,593"
"2025-05-29T00:00:00.000Z,0.85,56.63,1.7,1.45,2.02,5.099,592"
"2025-05-30T00:00:00.000Z,0.9,61.97,1.88,1.51,2.4,4.786,592"
"2025-05-31T00:00:00.000Z,0.6,30.4,1.5,1.25,1.85,2.481,586"
"2025-06-01T00:00:00.000Z,0.68,28.65,1.73,1.1,2.17,2.222,589"
"2025-06-02T00:00:00.000Z,0.3,56.08,1.73,1.38,2.83,3.67,586"
"2025-06-03T00:00:00.000Z,0.7,58.78,1.42,1.27,1.7,2.41,589"
"2025-06-04T00:00:00.000Z,0.98,11.4,1.48,1.3,1.65,0.49,588"
