date,pm25,pm10,city,suspect_spike
2023-09-26,17.0,29.0,tromso,False
2023-09-27,39.0,20.0,tromso,False
2023-09-28,23.0,21.0,tromso,False
2023-09-29,28.0,8.0,tromso,False
2023-09-30,21.0,7.0,tromso,False
2023-04-01,25.0,9.0,tromso,False
2023-04-02,23.0,8.0,tromso,False
2023-04-03,17.0,6.0,tromso,False
2023-04-04,18.0,8.0,tromso,False
2023-04-05,20.0,6.0,tromso,False
2023-04-06,17.0,9.0,tromso,False
2023-04-07,20.0,5.0,tromso,False
2023-04-08,21.0,6.0,tromso,False
2023-04-09,17.0,7.0,tromso,False
2023-04-10,16.0,16.0,tromso,False
2023-04-11,20.0,41.0,tromso,False
2023-04-12,31.0,32.0,tromso,False
2023-04-13,32.0,45.0,tromso,False
2023-04-14,33.0,58.0,tromso,False
2023-04-15,36.0,19.0,tromso,False
2023-04-16,32.0,7.0,tromso,False
2023-04-17,22.0,13.0,tromso,False
2023-04-18,20.0,6.0,tromso,False
2023-04-19,18.0,4.0,tromso,False
2023-04-20,14.0,5.0,tromso,False
2023-04-21,12.0,7.0,tromso,False
2023-04-22,17.0,6.0,tromso,False
2023-04-23,15.0,19.0,tromso,False
2023-04-24,20.0,62.0,tromso,False
2023-04-25,27.0,35.0,tromso,False
2023-04-26,22.0,49.0,tromso,False
2023-04-27,41.0,41.0,tromso,False
2023-04-28,35.0,9.0,tromso,False
2023-04-29,18.0,17.0,tromso,False
2023-04-30,20.0,27.0,tromso,False
2023-05-01,23.0,26.0,tromso,False
2023-05-02,24.0,36.0,tromso,False
2023-05-03,26.0,10.0,tromso,False
2023-05-04,22.0,16.0,tromso,False
2023-05-05,19.0,37.0,tromso,False
2023-05-06,23.0,33.0,tromso,False
2023-05-07,24.0,6.0,tromso,False
2023-05-08,21.0,41.0,tromso,False
2023-05-09,33.0,27.0,tromso,False
2023-05-10,31.0,12.0,tromso,False
2023-05-11,22.0,14.0,tromso,False
2023-05-12,20.0,23.0,tromso,False
2023-05-13,18.0,9.0,tromso,False
2023-05-14,17.0,50.0,tromso,False
2023-05-15,36.0,20.0,tromso,False
2023-05-16,26.0,8.0,tromso,False
2023-05-17,20.0,21.0,tromso,False
2023-05-18,25.0,14.0,tromso,False
2023-05-19,21.0,13.0,tromso,False
2023-05-20,23.0,9.0,tromso,False
2023-05-21,21.0,36.0,tromso,False
2023-05-22,25.0,14.0,tromso,False
2023-05-23,28.0,19.0,tromso,False
2023-05-24,18.0,17.0,tromso,False
2023-05-25,19.0,6.0,tromso,False
2023-05-26,19.0,13.0,tromso,False
2023-05-27,19.0,6.0,tromso,False
2023-05-28,18.0,9.0,tromso,False
2023-05-29,20.0,6.0,tromso,False
2023-05-30,13.0,8.0,tromso,False
2023-05-31,20.0,12.0,tromso,False
2023-06-01,22.0,8.0,tromso,False
2023-06-02,16.0,9.0,tromso,False
2023-06-03,17.0,6.0,tromso,False
2023-06-04,16.0,7.0,tromso,False
2023-06-05,19.0,8.0,tromso,False
2023-06-06,21.0,17.0,tromso,False
2023-06-07,17.0,17.0,tromso,False
2023-06-08,21.0,13.0,tromso,False
2023-06-09,18.0,11.0,tromso,False
2023-06-10,20.0,21.0,tromso,False
2023-06-11,30.0,20.0,tromso,False
2023-06-12,25.0,15.0,tromso,False
2023-06-13,24.0,19.0,tromso,False
2023-06-14,30.0,15.0,tromso,False
2023-06-15,26.0,22.0,tromso,False
2023-06-16,28.0,13.0,tromso,False
2023-06-17,25.0,22.0,tromso,False
2023-06-18,30.0,53.0,tromso,False
2023-06-19,48.0,49.0,tromso,False
2023-06-20,54.0,48.0,tromso,False
2023-06-21,56.0,42.0,tromso,False
2023-06-22,51.0,17.0,tromso,False
2023-06-23,28.0,11.0,tromso,False
2023-06-24,29.0,6.0,tromso,False
2023-06-25,15.0,12.0,tromso,False
2023-06-26,19.0,25.0,tromso,False
2023-06-27,35.0,23.0,tromso,False
2023-06-28,34.0,22.0,tromso,False
2023-06-29,30.0,18.0,tromso,False
2023-06-30,26.0,31.0,tromso,False
2023-01-02,23.0,9.0,tromso,False
2023-01-03,27.0,10.0,tromso,False
2023-01-04,32.0,14.0,tromso,False
2023-01-05,36.0,14.0,tromso,False
2023-01-06,36.0,8.0,tromso,False
2023-01-07,17.0,9.0,tromso,False
2023-01-08,15.0,9.0,tromso,False
2023-01-09,21.0,12.0,tromso,False
2023-01-10,35.0,9.0,tromso,False
2023-01-11,29.0,6.0,tromso,False
2023-01-12,22.0,5.0,tromso,False
2023-01-13,20.0,6.0,tromso,False
2023-01-14,17.0,8.0,tromso,False
2023-01-15,22.0,5.0,tromso,False
2023-01-16,18.0,7.0,tromso,False
2023-01-17,27.0,5.0,tromso,False
2023-01-18,17.0,6.0,tromso,False
2023-01-19,18.0,9.0,tromso,False
2023-01-20,26.0,7.0,tromso,False
2023-01-21,19.0,6.0,tromso,False
2023-01-22,15.0,10.0,tromso,False
2023-01-23,21.0,8.0,tromso,False
2023-01-24,16.0,8.0,tromso,False
2023-01-25,23.0,7.0,tromso,False
2023-01-26,22.0,3.0,tromso,False
2023-01-27,9.0,7.0,tromso,False
2023-01-28,17.0,8.0,tromso,False
2023-01-29,19.0,10.0,tromso,False
2023-01-30,34.0,6.0,tromso,False
2023-01-31,24.0,10.0,tromso,False
2023-02-01,35.0,6.0,tromso,False
2023-02-02,23.0,11.0,tromso,False
2023-02-03,34.0,4.0,tromso,False
2023-02-04,13.0,10.0,tromso,False
2023-02-05,24.0,7.0,tromso,False
2023-02-06,14.0,11.0,tromso,False
2023-02-07,23.0,11.0,tromso,False
2023-02-08,18.0,6.0,tromso,False
2023-02-09,18.0,6.0,tromso,False
2023-02-10,19.0,9.0,tromso,False
2023-02-11,26.0,10.0,tromso,False
2023-02-12,24.0,13.0,tromso,False
2023-02-13,34.0,11.0,tromso,False
2023-02-14,28.0,7.0,tromso,False
2023-02-15,18.0,8.0,tromso,False
2023-02-16,16.0,17.0,tromso,False
2023-02-17,29.0,45.0,tromso,False
2023-02-18,33.0,28.0,tromso,False
2023-02-19,29.0,7.0,tromso,False
2023-02-20,24.0,11.0,tromso,False
2023-02-21,41.0,12.0,tromso,False
2023-02-22,31.0,6.0,tromso,False
2023-02-23,16.0,11.0,tromso,False
2023-02-24,25.0,8.0,tromso,False
2023-02-25,25.0,10.0,tromso,False
2023-02-26,23.0,16.0,tromso,False
2023-02-27,28.0,9.0,tromso,False
2023-02-28,23.0,8.0,tromso,False
2023-03-01,17.0,5.0,tromso,False
2023-03-02,17.0,9.0,tromso,False
2023-03-03,10.0,8.0,tromso,False
2023-03-04,14.0,7.0,tromso,False
2023-03-05,10.0,7.0,tromso,False
2023-03-06,14.0,11.0,tromso,False
2023-03-07,20.0,8.0,tromso,False
2023-03-08,15.0,5.0,tromso,False
2023-03-09,13.0,9.0,tromso,False
2023-03-10,18.0,6.0,tromso,False
2023-03-11,15.0,5.0,tromso,False
2023-03-12,16.0,8.0,tromso,False
2023-03-13,19.0,7.0,tromso,False
2023-03-14,20.0,8.0,tromso,False
2023-03-15,25.0,7.0,tromso,False
2023-03-16,27.0,9.0,tromso,False
2023-03-17,23.0,6.0,tromso,False
2023-03-18,19.0,6.0,tromso,False
2023-03-19,19.0,6.0,tromso,False
2023-03-20,20.0,6.0,tromso,False
2023-03-21,18.0,7.0,tromso,False
2023-03-22,22.0,8.0,tromso,False
2023-03-23,19.0,8.0,tromso,False
2023-03-24,22.0,9.0,tromso,False
2023-03-25,24.0,11.0,tromso,False
2023-03-26,27.0,10.0,tromso,False
2023-03-27,27.0,9.0,tromso,False
2023-03-28,22.0,10.0,tromso,False
2023-03-29,22.0,5.0,tromso,False
2023-03-30,14.0,12.0,tromso,False
2023-03-31,27.0,9.0,tromso,False
2022-10-14,38.0,41.0,tromso,False
2022-10-15,33.0,14.0,tromso,False
2022-10-16,26.0,7.0,tromso,False
2022-10-17,21.0,6.0,tromso,False
2022-10-18,19.0,7.0,tromso,False
2022-10-19,17.0,8.0,tromso,False
2022-10-20,21.0,7.0,tromso,False
2022-10-21,16.0,5.0,tromso,False
2022-10-22,12.0,11.0,tromso,False
2022-10-23,28.0,10.0,tromso,False
2022-10-24,26.0,10.0,tromso,False
2022-10-25,28.0,7.0,tromso,False
2022-10-26,21.0,8.0,tromso,False
2022-10-27,23.0,5.0,tromso,False
2022-10-28,15.0,6.0,tromso,False
2022-10-29,19.0,10.0,tromso,False
2022-10-30,25.0,7.0,tromso,False
2022-10-31,18.0,5.0,tromso,False
2022-11-01,18.0,34.0,tromso,False
2022-11-02,26.0,31.0,tromso,False
2022-11-03,30.0,46.0,tromso,False
2022-11-04,35.0,11.0,tromso,False
2022-11-05,26.0,17.0,tromso,False
2022-11-06,20.0,8.0,tromso,False
2022-11-07,19.0,11.0,tromso,False
2022-11-08,33.0,13.0,tromso,False
2022-11-09,19.0,31.0,tromso,False
2022-11-10,20.0,14.0,tromso,False
2022-11-11,21.0,9.0,tromso,False
2022-11-12,36.0,5.0,tromso,False
2022-11-13,20.0,8.0,tromso,False
2022-11-14,22.0,7.0,tromso,False
2022-11-15,20.0,8.0,tromso,False
2022-11-16,28.0,10.0,tromso,False
2022-11-17,36.0,12.0,tromso,False
2022-11-18,40.0,11.0,tromso,False
2022-11-19,35.0,11.0,tromso,False
2022-11-20,41.0,11.0,tromso,False
2022-11-21,41.0,10.0,tromso,False
2022-11-22,39.0,15.0,tromso,False
2022-11-23,32.0,11.0,tromso,False
2022-11-24,20.0,14.0,tromso,False
2022-11-25,30.0,6.0,tromso,False
2022-11-26,23.0,6.0,tromso,False
2022-11-27,21.0,7.0,tromso,False
2022-11-28,25.0,6.0,tromso,False
2022-11-29,21.0,5.0,tromso,False
2022-11-30,19.0,7.0,tromso,False
2022-12-01,26.0,6.0,tromso,False
2022-12-02,23.0,10.0,tromso,False
2022-12-03,18.0,17.0,tromso,False
2022-12-04,14.0,4.0,tromso,False
2022-12-05,11.0,7.0,tromso,False
2022-12-06,18.0,11.0,tromso,False
2022-12-07,35.0,5.0,tromso,False
2022-12-08,18.0,6.0,tromso,False
2022-12-09,18.0,14.0,tromso,False
2022-12-10,37.0,12.0,tromso,False
2022-12-11,43.0,5.0,tromso,False
2022-12-12,17.0,10.0,tromso,False
2022-12-13,33.0,6.0,tromso,False
2022-12-14,19.0,7.0,tromso,False
2022-12-15,21.0,6.0,tromso,False
2022-12-16,19.0,7.0,tromso,False
2022-12-17,20.0,10.0,tromso,False
2022-12-18,28.0,7.0,tromso,False
2022-12-19,23.0,8.0,tromso,False
2022-12-20,23.0,7.0,tromso,False
2022-12-21,23.0,5.0,tromso,False
2022-12-22,17.0,7.0,tromso,False
2022-12-23,25.0,5.0,tromso,False
2022-12-24,20.0,5.0,tromso,False
2022-12-25,19.0,6.0,tromso,False
2022-12-26,22.0,5.0,tromso,False
2022-12-27,16.0,7.0,tromso,False
2022-12-28,20.0,7.0,tromso,False
2022-12-29,17.0,7.0,tromso,False
2022-12-30,17.0,5.0,tromso,False
2022-12-31,14.0,9.0,tromso,False
2023-01-01,28.0,7.0,tromso,False
2022-07-01,26.0,18.0,tromso,False
2022-07-02,37.0,12.0,tromso,False
2022-07-03,24.0,15.0,tromso,False
2022-07-04,22.0,16.0,tromso,False
2022-07-05,22.0,7.0,tromso,False
2022-07-06,13.0,8.0,tromso,False
2022-07-07,16.0,9.0,tromso,False
2022-07-08,18.0,9.0,tromso,False
2022-07-09,20.0,10.0,tromso,False
2022-07-10,24.0,15.0,tromso,False
2022-07-11,26.0,14.0,tromso,False
2022-07-12,25.0,13.0,tromso,False
2022-07-13,22.0,12.0,tromso,False
2022-07-14,25.0,5.0,tromso,False
2022-07-15,13.0,6.0,tromso,False
2022-07-16,16.0,4.0,tromso,False
2022-07-17,16.0,9.0,tromso,False
2022-07-18,19.0,16.0,tromso,False
2022-07-19,24.0,14.0,tromso,False
2022-07-20,23.0,14.0,tromso,False
2022-07-21,27.0,7.0,tromso,False
2022-07-22,18.0,5.0,tromso,False
2022-07-23,16.0,5.0,tromso,False
2022-07-24,14.0,12.0,tromso,False
2022-07-25,21.0,13.0,tromso,False
2022-07-26,23.0,5.0,tromso,False
2022-07-27,18.0,8.0,tromso,False
2022-07-28,22.0,12.0,tromso,False
2022-07-29,19.0,9.0,tromso,False
2022-07-30,17.0,13.0,tromso,False
2022-07-31,25.0,15.0,tromso,False
2022-08-01,27.0,10.0,tromso,False
2022-08-02,20.0,12.0,tromso,False
2022-08-03,20.0,10.0,tromso,False
2022-08-04,21.0,9.0,tromso,False
2022-08-05,18.0,6.0,tromso,False
2022-08-06,18.0,7.0,tromso,False
2022-08-07,20.0,9.0,tromso,False
2022-08-08,20.0,19.0,tromso,False
2022-08-09,32.0,14.0,tromso,False
2022-08-10,19.0,10.0,tromso,False
2022-08-11,26.0,8.0,tromso,False
2022-08-12,24.0,11.0,tromso,False
2022-08-13,20.0,12.0,tromso,False
2022-08-14,24.0,19.0,tromso,False
2022-08-15,29.0,30.0,tromso,False
2022-08-16,44.0,12.0,tromso,False
2022-08-17,25.0,14.0,tromso,False
2022-08-18,22.0,23.0,tromso,False
2022-08-19,31.0,16.0,tromso,False
2022-08-20,37.0,10.0,tromso,False
2022-08-21,30.0,11.0,tromso,False
2022-08-22,22.0,10.0,tromso,False
2022-08-23,22.0,14.0,tromso,False
2022-08-24,21.0,17.0,tromso,False
2022-08-25,27.0,22.0,tromso,False
2022-08-26,29.0,6.0,tromso,False
2022-08-27,16.0,5.0,tromso,False
2022-08-28,19.0,12.0,tromso,False
2022-08-29,20.0,10.0,tromso,False
2022-08-30,17.0,10.0,tromso,False
2022-08-31,17.0,11.0,tromso,False
2022-09-01,16.0,12.0,tromso,False
2022-09-02,18.0,5.0,tromso,False
2022-09-03,15.0,7.0,tromso,False
2022-09-04,19.0,8.0,tromso,False
2022-09-05,16.0,7.0,tromso,False
2022-09-06,19.0,12.0,tromso,False
2022-09-07,27.0,13.0,tromso,False
2022-09-08,10.0,9.0,tromso,False
2022-09-09,9.0,8.0,tromso,False
2022-09-10,10.0,4.0,tromso,False
2022-09-11,8.0,14.0,tromso,False
2022-09-12,11.0,14.0,tromso,False
2022-09-13,13.0,11.0,tromso,False
2022-09-14,12.0,9.0,tromso,False
2022-09-15,14.0,9.0,tromso,False
2022-09-16,15.0,7.0,tromso,False
2022-09-17,14.0,7.0,tromso,False
2022-09-18,18.0,10.0,tromso,False
2022-09-19,18.0,14.0,tromso,False
2022-09-20,20.0,8.0,tromso,False
2022-09-21,18.0,21.0,tromso,False
2022-09-22,23.0,11.0,tromso,False
2022-09-23,20.0,5.0,tromso,False
2022-09-24,22.0,6.0,tromso,False
2022-09-25,17.0,12.0,tromso,False
2022-09-26,48.0,17.0,tromso,False
2022-09-27,298.0,24.0,tromso,False
2022-09-28,199.0,25.0,tromso,False
2022-09-29,13.0,17.0,tromso,False
2022-09-30,14.0,,tromso,False
2022-04-01,44.0,5.0,tromso,False
2022-04-02,35.0,7.0,tromso,False
2022-04-03,23.0,43.0,tromso,False
2022-04-04,13.0,33.0,tromso,False
2022-04-05,8.0,6.0,tromso,False
2022-04-06,15.0,10.0,tromso,False
2022-04-07,26.0,18.0,tromso,False
2022-04-08,18.0,7.0,tromso,False
2022-04-09,12.0,14.0,tromso,False
2022-04-10,20.0,11.0,tromso,False
2022-04-11,25.0,11.0,tromso,False
2022-04-12,22.0,46.0,tromso,False
2022-04-13,24.0,12.0,tromso,False
2022-04-14,16.0,42.0,tromso,False
2022-04-15,25.0,21.0,tromso,False
2022-04-16,18.0,6.0,tromso,False
2022-04-17,21.0,16.0,tromso,False
2022-04-18,23.0,63.0,tromso,False
2022-04-19,34.0,50.0,tromso,False
2022-04-20,31.0,21.0,tromso,False
2022-04-21,24.0,8.0,tromso,False
2022-04-22,19.0,37.0,tromso,False
2022-04-23,22.0,17.0,tromso,False
2022-04-24,17.0,6.0,tromso,False
2022-04-25,76.0,6.0,tromso,False
2022-04-27,3.0,7.0,tromso,False
2022-04-28,10.0,6.0,tromso,False
2022-04-29,13.0,6.0,tromso,False
2022-04-30,14.0,5.0,tromso,False
2022-05-01,11.0,7.0,tromso,False
2022-05-02,18.0,9.0,tromso,False
2022-05-03,19.0,7.0,tromso,False
2022-05-04,19.0,28.0,tromso,False
2022-05-05,20.0,8.0,tromso,False
2022-05-06,19.0,,tromso,False
2022-05-08,22.0,6.0,tromso,False
2022-05-09,15.0,4.0,tromso,False
2022-05-10,15.0,8.0,tromso,False
2022-05-11,20.0,5.0,tromso,False
2022-05-12,17.0,50.0,tromso,False
2022-05-13,25.0,49.0,tromso,False
2022-05-14,26.0,6.0,tromso,False
2022-05-15,20.0,8.0,tromso,False
2022-05-16,23.0,5.0,tromso,False
2022-05-17,16.0,21.0,tromso,False
2022-05-18,19.0,60.0,tromso,False
2022-05-19,27.0,41.0,tromso,False
2022-05-20,26.0,18.0,tromso,False
2022-05-21,22.0,22.0,tromso,False
2022-05-22,22.0,36.0,tromso,False
2022-05-23,29.0,50.0,tromso,False
2022-05-24,35.0,50.0,tromso,False
2022-05-25,39.0,27.0,tromso,False
2022-05-26,35.0,34.0,tromso,False
2022-05-27,31.0,13.0,tromso,False
2022-05-28,24.0,18.0,tromso,False
2022-05-29,28.0,32.0,tromso,False
2022-05-30,37.0,52.0,tromso,False
2022-05-31,53.0,36.0,tromso,False
2022-06-01,40.0,25.0,tromso,False
2022-06-02,26.0,27.0,tromso,False
2022-06-03,26.0,11.0,tromso,False
2022-06-04,21.0,9.0,tromso,False
2022-06-05,18.0,17.0,tromso,False
2022-06-06,20.0,13.0,tromso,False
2022-06-07,19.0,16.0,tromso,False
2022-06-08,21.0,12.0,tromso,False
2022-06-09,21.0,12.0,tromso,False
2022-06-10,18.0,11.0,tromso,False
2022-06-11,21.0,12.0,tromso,False
2022-06-12,20.0,26.0,tromso,False
2022-06-13,28.0,18.0,tromso,False
2022-06-14,29.0,16.0,tromso,False
2022-06-15,23.0,21.0,tromso,False
2022-06-16,25.0,21.0,tromso,False
2022-06-17,25.0,18.0,tromso,False
2022-06-18,23.0,19.0,tromso,False
2022-06-19,38.0,19.0,tromso,False
2022-06-20,25.0,12.0,tromso,False
2022-06-21,21.0,11.0,tromso,False
2022-06-22,16.0,20.0,tromso,False
2022-06-23,28.0,17.0,tromso,False
2022-06-24,32.0,14.0,tromso,False
2022-06-25,28.0,15.0,tromso,False
2022-06-26,31.0,32.0,tromso,False
2022-06-27,46.0,39.0,tromso,False
2022-06-28,54.0,30.0,tromso,False
2022-06-29,44.0,12.0,tromso,False
2022-06-30,13.0,18.0,tromso,False
2022-01-03,18.0,7.0,tromso,False
2022-01-04,20.0,9.0,tromso,False
2022-01-05,25.0,12.0,tromso,False
2022-01-06,36.0,5.0,tromso,False
2022-01-07,16.0,5.0,tromso,False
2022-01-08,18.0,13.0,tromso,False
2022-01-09,43.0,13.0,tromso,False
2022-01-10,38.0,4.0,tromso,False
2022-01-11,12.0,6.0,tromso,False
2022-01-12,13.0,10.0,tromso,False
2022-01-13,16.0,10.0,tromso,False
2022-01-21,62.0,4.0,tromso,False
2022-01-22,13.0,8.0,tromso,False
2022-01-23,18.0,10.0,tromso,False
2022-01-24,23.0,8.0,tromso,False
2022-01-25,21.0,8.0,tromso,False
2022-01-26,26.0,6.0,tromso,False
2022-01-27,19.0,6.0,tromso,False
2022-01-28,20.0,10.0,tromso,False
2022-01-29,27.0,9.0,tromso,False
2022-01-30,27.0,5.0,tromso,False
2022-01-31,15.0,11.0,tromso,False
2022-02-01,31.0,16.0,tromso,False
2022-02-02,42.0,12.0,tromso,False
2022-02-03,36.0,7.0,tromso,False
2022-02-04,18.0,7.0,tromso,False
2022-02-05,23.0,7.0,tromso,False
2022-02-06,19.0,7.0,tromso,False
2022-02-07,21.0,5.0,tromso,False
2022-02-08,14.0,7.0,tromso,False
2022-02-09,17.0,9.0,tromso,False
2022-02-10,24.0,7.0,tromso,False
2022-02-11,22.0,7.0,tromso,False
2022-02-12,22.0,7.0,tromso,False
2022-02-13,24.0,9.0,tromso,False
2022-02-14,27.0,7.0,tromso,False
2022-02-15,25.0,8.0,tromso,False
2022-02-16,27.0,8.0,tromso,False
2022-02-17,24.0,7.0,tromso,False
2022-02-18,20.0,9.0,tromso,False
2022-02-19,26.0,13.0,tromso,False
2022-02-20,35.0,19.0,tromso,False
2022-02-21,39.0,14.0,tromso,False
2022-02-22,39.0,13.0,tromso,False
2022-02-23,24.0,10.0,tromso,False
2022-02-24,28.0,9.0,tromso,False
2022-02-25,33.0,5.0,tromso,False
2022-02-26,17.0,10.0,tromso,False
2022-02-27,24.0,20.0,tromso,False
2022-02-28,38.0,7.0,tromso,False
2022-03-01,16.0,10.0,tromso,False
2022-03-02,26.0,8.0,tromso,False
2022-03-03,22.0,7.0,tromso,False
2022-03-04,16.0,5.0,tromso,False
2022-03-05,14.0,7.0,tromso,False
2022-03-06,22.0,7.0,tromso,False
2022-03-07,18.0,9.0,tromso,False
2022-03-08,23.0,7.0,tromso,False
2022-03-09,16.0,16.0,tromso,False
2022-03-10,22.0,11.0,tromso,False
2022-03-11,28.0,16.0,tromso,False
2022-03-12,43.0,10.0,tromso,False
2022-03-13,27.0,13.0,tromso,False
2022-03-14,25.0,12.0,tromso,False
2022-03-15,31.0,40.0,tromso,False
2022-03-16,26.0,27.0,tromso,False
2022-03-17,29.0,11.0,tromso,False
2022-03-18,26.0,9.0,tromso,False
2022-03-19,22.0,31.0,tromso,False
2022-03-20,41.0,35.0,tromso,False
2022-03-21,34.0,11.0,tromso,False
2022-03-22,26.0,5.0,tromso,False
2022-03-23,14.0,8.0,tromso,False
2022-03-24,21.0,19.0,tromso,False
2022-03-25,17.0,8.0,tromso,False
2022-03-26,26.0,6.0,tromso,False
2022-03-27,10.0,14.0,tromso,False
2022-03-28,24.0,5.0,tromso,False
2022-03-29,21.0,6.0,tromso,False
2022-03-30,20.0,10.0,tromso,False
2022-03-31,64.0,5.0,tromso,False
2021-10-12,52.0,7.0,tromso,False
2021-10-13,20.0,6.0,tromso,False
2021-10-14,26.0,28.0,tromso,False
2021-10-15,26.0,21.0,tromso,False
2021-10-16,20.0,21.0,tromso,False
2021-10-17,18.0,7.0,tromso,False
2021-10-18,21.0,8.0,tromso,False
2021-10-19,28.0,57.0,tromso,False
2021-10-20,11.0,30.0,tromso,False
2021-10-21,17.0,13.0,tromso,False
2021-10-22,28.0,22.0,tromso,False
2021-10-23,25.0,31.0,tromso,False
2021-10-24,27.0,9.0,tromso,False
2021-10-25,24.0,8.0,tromso,False
2021-10-26,28.0,8.0,tromso,False
2021-10-27,17.0,14.0,tromso,False
2021-10-28,16.0,10.0,tromso,False
2021-10-29,23.0,8.0,tromso,False
2021-10-30,29.0,10.0,tromso,False
2021-10-31,27.0,8.0,tromso,False
2021-11-01,27.0,10.0,tromso,False
2021-11-02,25.0,29.0,tromso,False
2021-11-03,27.0,27.0,tromso,False
2021-11-04,23.0,23.0,tromso,False
2021-11-05,16.0,20.0,tromso,False
2021-11-06,28.0,10.0,tromso,False
2021-11-07,29.0,16.0,tromso,False
2021-11-08,29.0,9.0,tromso,False
2021-11-09,11.0,5.0,tromso,False
2021-11-10,16.0,6.0,tromso,False
2021-11-11,21.0,7.0,tromso,False
2021-11-12,21.0,6.0,tromso,False
2021-11-13,20.0,6.0,tromso,False
2021-11-14,21.0,8.0,tromso,False
2021-11-15,19.0,7.0,tromso,False
2021-11-16,18.0,7.0,tromso,False
2021-11-17,19.0,6.0,tromso,False
2021-11-18,17.0,29.0,tromso,False
2021-11-19,29.0,62.0,tromso,False
2021-11-20,21.0,8.0,tromso,False
2021-11-21,23.0,7.0,tromso,False
2021-11-22,15.0,5.0,tromso,False
2021-11-23,16.0,5.0,tromso,False
2021-11-24,28.0,8.0,tromso,False
2021-11-25,17.0,6.0,tromso,False
2021-11-26,37.0,13.0,tromso,False
2021-11-27,24.0,8.0,tromso,False
2021-11-28,17.0,7.0,tromso,False
2021-11-29,17.0,6.0,tromso,False
2021-11-30,32.0,13.0,tromso,False
2021-12-01,25.0,9.0,tromso,False
2021-12-02,26.0,9.0,tromso,False
2021-12-03,31.0,11.0,tromso,False
2021-12-04,21.0,10.0,tromso,False
2021-12-05,21.0,11.0,tromso,False
2021-12-06,27.0,11.0,tromso,False
2021-12-07,24.0,13.0,tromso,False
2021-12-08,22.0,10.0,tromso,False
2021-12-09,27.0,10.0,tromso,False
2021-12-10,31.0,11.0,tromso,False
2021-12-11,39.0,12.0,tromso,False
2021-12-12,23.0,6.0,tromso,False
2021-12-13,35.0,10.0,tromso,False
2021-12-14,23.0,7.0,tromso,False
2021-12-15,14.0,6.0,tromso,False
2021-12-16,21.0,7.0,tromso,False
2021-12-17,18.0,6.0,tromso,False
2021-12-18,14.0,6.0,tromso,False
2021-12-19,25.0,7.0,tromso,False
2021-12-20,28.0,8.0,tromso,False
2021-12-21,27.0,9.0,tromso,False
2021-12-22,19.0,8.0,tromso,False
2021-12-23,20.0,8.0,tromso,False
2021-12-24,16.0,4.0,tromso,False
2021-12-25,34.0,9.0,tromso,False
2021-12-26,28.0,7.0,tromso,False
2021-12-27,30.0,8.0,tromso,False
2021-12-28,41.0,11.0,tromso,False
2021-12-29,33.0,9.0,tromso,False
2021-12-30,33.0,9.0,tromso,False
2021-12-31,39.0,13.0,tromso,False
2022-01-01,42.0,16.0,tromso,False
2022-01-02,11.0,5.0,tromso,False
2021-07-05,75.0,34.0,tromso,False
2021-07-06,53.0,34.0,tromso,False
2021-07-07,50.0,32.0,tromso,False
2021-07-08,21.0,8.0,tromso,False
2021-07-09,20.0,14.0,tromso,False
2021-07-10,16.0,9.0,tromso,False
2021-07-11,20.0,12.0,tromso,False
2021-07-12,27.0,17.0,tromso,False
2021-07-13,18.0,9.0,tromso,False
2021-07-14,16.0,11.0,tromso,False
2021-07-15,21.0,16.0,tromso,False
2021-07-16,19.0,9.0,tromso,False
2021-07-17,16.0,8.0,tromso,False
2021-07-18,19.0,9.0,tromso,False
2021-07-19,14.0,6.0,tromso,False
2021-07-20,19.0,7.0,tromso,False
2021-07-21,16.0,11.0,tromso,False
2021-07-22,19.0,9.0,tromso,False
2021-07-23,16.0,7.0,tromso,False
2021-07-24,17.0,7.0,tromso,False
2021-07-25,18.0,6.0,tromso,False
2021-07-26,30.0,13.0,tromso,False
2021-07-27,26.0,16.0,tromso,False
2021-07-28,18.0,12.0,tromso,False
2021-07-29,15.0,9.0,tromso,False
2021-07-30,20.0,12.0,tromso,False
2021-07-31,15.0,7.0,tromso,False
2021-08-01,14.0,6.0,tromso,False
2021-08-02,17.0,6.0,tromso,False
2021-08-03,18.0,9.0,tromso,False
2021-08-04,17.0,7.0,tromso,False
2021-08-05,20.0,11.0,tromso,False
2021-08-06,22.0,12.0,tromso,False
2021-08-07,28.0,12.0,tromso,False
2021-08-08,27.0,13.0,tromso,False
2021-08-09,23.0,16.0,tromso,False
2021-08-10,28.0,16.0,tromso,False
2021-08-11,21.0,9.0,tromso,False
2021-08-12,22.0,11.0,tromso,False
2021-08-13,17.0,7.0,tromso,False
2021-08-14,14.0,6.0,tromso,False
2021-08-15,18.0,8.0,tromso,False
2021-08-16,18.0,13.0,tromso,False
2021-08-17,19.0,16.0,tromso,False
2021-08-18,18.0,17.0,tromso,False
2021-08-19,17.0,10.0,tromso,False
2021-08-20,19.0,6.0,tromso,False
2021-08-21,17.0,6.0,tromso,False
2021-08-22,17.0,7.0,tromso,False
2021-08-23,21.0,12.0,tromso,False
2021-08-24,14.0,9.0,tromso,False
2021-08-25,29.0,20.0,tromso,False
2021-08-26,28.0,19.0,tromso,False
2021-08-27,26.0,15.0,tromso,False
2021-08-28,19.0,9.0,tromso,False
2021-08-29,25.0,11.0,tromso,False
